product_id,views,cart_adds,purchases,conversion_rate
11600307,2,0,1,50.00
19500122,2,0,1,50.00
12708142,4,0,2,50.00
15900134,4,0,2,50.00
28717648,4,0,2,50.00
15201137,2,0,1,50.00
31200786,2,0,1,50.00
16200205,2,0,1,50.00
13600018,2,0,1,50.00
12719682,4,0,2,50.00
12705167,2,0,1,50.00
4803627,2,0,1,50.00
26013238,2,0,1,50.00
19500053,9,0,4,44.44
26205324,5,0,2,40.00
28719048,5,0,2,40.00
4400408,30,0,12,40.00
4700715,5,0,2,40.00
12711175,10,0,4,40.00
12715112,10,0,4,40.00
9700021,5,0,2,40.00
5400852,5,0,2,40.00
42400035,10,0,4,40.00
12713414,5,0,2,40.00
12706999,10,0,4,40.00
28000169,10,0,4,40.00
12709870,5,0,2,40.00
26027377,5,0,2,40.00
12705017,5,2,2,40.00
13901094,5,0,2,40.00
12706781,5,0,2,40.00
16700451,10,0,4,40.00
7900011,10,0,4,40.00
26404232,8,0,3,37.50
13100400,11,0,4,36.36
12716697,11,0,4,36.36
12720809,11,0,4,36.36
9100083,11,0,4,36.36
12709550,11,2,4,36.36
12701728,14,4,5,35.71
3900846,17,0,6,35.29
12709673,29,0,10,34.48
10503742,6,0,2,33.33
11600413,6,0,2,33.33
6600581,3,0,1,33.33
12719656,6,0,2,33.33
16200099,6,0,2,33.33
3200369,6,0,2,33.33
26205009,6,0,2,33.33
26205272,6,0,2,33.33
18300322,12,8,4,33.33
28300376,6,0,2,33.33
2701964,15,0,5,33.33
6200336,6,0,2,33.33
4501950,6,0,2,33.33
52900157,6,0,2,33.33
21405920,6,0,2,33.33
35108983,6,0,2,33.33
26205326,6,0,2,33.33
12703183,6,0,2,33.33
13000093,6,2,2,33.33
11500794,6,0,2,33.33
45600398,6,0,2,33.33
38300528,6,0,2,33.33
12720179,6,0,2,33.33
2601343,6,0,2,33.33
12705201,6,0,2,33.33
21401388,6,0,2,33.33
1306071,6,0,2,33.33
19600510,6,0,2,33.33
6200973,6,0,2,33.33
12709554,6,0,2,33.33
2702644,36,0,12,33.33
15200489,6,0,2,33.33
15200720,6,0,2,33.33
26204358,6,0,2,33.33
1401587,6,0,2,33.33
8500472,6,0,2,33.33
23000284,6,0,2,33.33
12704985,3,0,1,33.33
8700340,3,0,1,33.33
21403950,3,0,1,33.33
17301269,3,0,1,33.33
26000671,6,0,2,33.33
17300050,6,0,2,33.33
12701740,6,0,2,33.33
7203225,6,0,2,33.33
26404571,12,0,4,33.33
40800022,6,0,2,33.33
40500183,6,0,2,33.33
28717827,3,0,1,33.33
26203927,3,0,1,33.33
9700392,3,0,1,33.33
32403912,3,0,1,33.33
12719456,3,0,1,33.33
9101662,3,0,1,33.33
40500145,3,0,1,33.33
6701163,6,0,2,33.33
29502154,6,0,2,33.33
12719476,6,0,2,33.33
7100893,6,0,2,33.33
12711992,6,0,2,33.33
35800023,6,0,2,33.33
2601397,3,1,1,33.33
24100193,6,0,2,33.33
16200297,12,0,4,33.33
6600741,6,0,2,33.33
34800372,6,0,2,33.33
26016733,6,0,2,33.33
24400164,3,0,1,33.33
13101797,6,0,2,33.33
12708664,6,0,2,33.33
12708169,6,0,2,33.33
1005249,6,0,2,33.33
1801700,6,0,2,33.33
8800929,6,0,2,33.33
21411863,6,0,2,33.33
6301411,6,0,2,33.33
5800822,6,0,2,33.33
13100013,6,0,2,33.33
28704601,6,0,2,33.33
2402228,6,0,2,33.33
20400019,6,0,2,33.33
8800494,6,0,2,33.33
11400457,19,16,6,31.58
6801007,13,6,4,30.77
26013722,13,0,4,30.77
27400000,85,0,26,30.59
12711236,48,0,14,29.17
6701117,7,0,2,28.57
12718494,7,0,2,28.57
17301136,7,0,2,28.57
38500186,7,0,2,28.57
27800104,7,0,2,28.57
12703216,7,0,2,28.57
13101711,7,0,2,28.57
12719976,7,0,2,28.57
11200348,7,0,2,28.57
2701368,7,2,2,28.57
12717751,14,0,4,28.57
18200071,7,0,2,28.57
7900992,7,0,2,28.57
18000995,7,0,2,28.57
57100076,14,0,4,28.57
26205441,7,0,2,28.57
17800387,7,0,2,28.57
7202937,7,0,2,28.57
10400539,7,0,2,28.57
13700283,7,0,2,28.57
28300748,7,0,2,28.57
16000005,7,0,2,28.57
12704405,7,0,2,28.57
2602023,7,0,2,28.57
26201838,7,0,2,28.57
11100223,7,0,2,28.57
15200138,7,0,2,28.57
28716454,7,0,2,28.57
17302281,14,0,4,28.57
18300409,7,0,2,28.57
17400210,7,0,2,28.57
27600231,14,0,4,28.57
26404427,7,0,2,28.57
12702439,11,0,3,27.27
3900281,26,0,7,26.92
9101262,15,0,4,26.67
21405147,15,0,4,26.67
4501015,15,0,4,26.67
12708161,23,0,6,26.09
12707977,23,0,6,26.09
5800546,8,0,2,25.00
34500022,8,0,2,25.00
12718419,8,0,2,25.00
12703026,16,0,4,25.00
25510034,8,0,2,25.00
12713571,8,0,2,25.00
12700426,8,0,2,25.00
3900883,8,0,2,25.00
30000031,4,0,1,25.00
7400055,8,0,2,25.00
26200090,8,0,2,25.00
28715623,8,0,2,25.00
6302035,8,0,2,25.00
28400559,8,0,2,25.00
28717147,8,0,2,25.00
26015847,8,0,2,25.00
19600402,8,0,2,25.00
16000398,8,0,2,25.00
22400124,8,0,2,25.00
12800669,8,0,2,25.00
15200778,8,0,2,25.00
12719981,8,0,2,25.00
23301680,8,0,2,25.00
6301864,4,1,1,25.00
5701408,8,0,2,25.00
13200020,8,0,2,25.00
17302272,8,0,2,25.00
6601118,8,2,2,25.00
26601345,8,0,2,25.00
9100919,8,2,2,25.00
17301084,8,0,2,25.00
12720509,8,0,2,25.00
5300958,8,0,2,25.00
12202692,8,0,2,25.00
18900194,8,0,2,25.00
16400108,8,0,2,25.00
2900847,4,0,1,25.00
4801383,8,0,2,25.00
5700673,8,0,2,25.00
26403376,4,0,1,25.00
21403468,4,0,1,25.00
12709654,16,0,4,25.00
18000802,8,0,2,25.00
28720948,8,0,2,25.00
12100522,8,0,2,25.00
4900365,8,0,2,25.00
12701721,8,0,2,25.00
4803024,8,0,2,25.00
21411454,4,0,1,25.00
4802293,4,0,1,25.00
21900335,8,0,2,25.00
12701113,4,1,1,25.00
28401211,8,0,2,25.00
12704184,12,0,3,25.00
2601792,8,0,2,25.00
12705580,8,0,2,25.00
12500667,8,0,2,25.00
40500464,8,0,2,25.00
22800086,8,0,2,25.00
12700970,8,2,2,25.00
26004578,8,0,2,25.00
26400602,8,0,2,25.00
7203353,8,0,2,25.00
12707468,16,0,4,25.00
13105352,8,0,2,25.00
29502073,8,0,2,25.00
26025617,4,0,1,25.00
29502668,8,0,2,25.00
8700572,8,0,2,25.00
20000662,4,0,1,25.00
26024432,8,0,2,25.00
26200548,8,0,2,25.00
28715680,8,0,2,25.00
5701303,8,0,2,25.00
11400708,8,0,2,25.00
19600580,8,0,2,25.00
12711343,8,0,2,25.00
26006198,4,0,1,25.00
9100114,8,0,2,25.00
10400658,4,0,1,25.00
16000354,8,0,2,25.00
9101367,8,0,2,25.00
29502934,8,0,2,25.00
28300492,4,0,1,25.00
15500117,8,0,2,25.00
26500349,4,0,1,25.00
12716047,4,0,1,25.00
21408878,4,0,1,25.00
28721444,4,0,1,25.00
12709549,4,0,1,25.00
35600080,4,0,1,25.00
18000648,4,0,1,25.00
3701247,4,1,1,25.00
6201321,4,0,1,25.00
12700930,120,6,29,24.17
28720832,29,0,7,24.14
7300194,29,5,7,24.14
34700079,138,0,33,23.91
26600041,17,0,4,23.53
7600028,17,0,4,23.53
12720389,17,0,4,23.53
28704892,17,0,4,23.53
16200286,17,0,4,23.53
4501575,17,0,4,23.53
12705521,17,0,4,23.53
19700149,13,0,3,23.08
12718244,9,0,2,22.22
12701047,18,2,4,22.22
5301567,9,0,2,22.22
16700027,18,0,4,22.22
30100136,9,0,2,22.22
7203344,9,0,2,22.22
26403399,9,0,2,22.22
7901077,18,0,4,22.22
12712673,9,0,2,22.22
28300572,18,0,4,22.22
26203972,9,0,2,22.22
7006200,9,0,2,22.22
15300315,9,0,2,22.22
19700163,18,0,4,22.22
12712517,9,0,2,22.22
12000271,9,0,2,22.22
12706264,9,0,2,22.22
12000220,9,0,2,22.22
30100123,9,0,2,22.22
12708205,9,0,2,22.22
4400597,9,0,2,22.22
26202635,9,0,2,22.22
12708067,9,0,2,22.22
12706213,9,0,2,22.22
2800623,9,0,2,22.22
12718248,9,0,2,22.22
29502891,9,0,2,22.22
47000028,9,0,2,22.22
26016825,9,0,2,22.22
12718247,9,0,2,22.22
28720368,9,0,2,22.22
12710180,9,0,2,22.22
22000250,9,0,2,22.22
10701174,9,0,2,22.22
13104608,9,0,2,22.22
12704654,9,0,2,22.22
11500743,9,0,2,22.22
11500574,9,0,2,22.22
21411625,9,0,2,22.22
7203383,9,0,2,22.22
17400289,9,0,2,22.22
12720610,9,0,2,22.22
2501875,18,0,4,22.22
4804607,82,0,18,21.95
12700475,19,0,4,21.05
17800113,19,0,4,21.05
13903384,38,0,8,21.05
12709846,29,0,6,20.69
2701349,10,0,2,20.00
17400290,10,0,2,20.00
6201027,30,8,6,20.00
12705284,20,0,4,20.00
12700858,10,0,2,20.00
12719996,10,0,2,20.00
7900669,20,0,4,20.00
17300674,30,0,6,20.00
26405093,10,0,2,20.00
21400508,10,0,2,20.00
28721741,10,0,2,20.00
12710320,10,0,2,20.00
17800107,10,0,2,20.00
9100262,10,0,2,20.00
15500058,10,0,2,20.00
21411073,10,0,2,20.00
12719590,5,0,1,20.00
2702013,10,0,2,20.00
12712794,20,0,4,20.00
28703712,10,0,2,20.00
12718469,10,0,2,20.00
2900816,10,0,2,20.00
14701578,10,0,2,20.00
7003167,30,0,6,20.00
12703594,10,0,2,20.00
12719630,20,0,4,20.00
15200731,10,0,2,20.00
2701697,10,0,2,20.00
11900295,10,0,2,20.00
26404388,10,0,2,20.00
5800872,10,0,2,20.00
12705581,10,0,2,20.00
7600409,10,0,2,20.00
4803657,10,0,2,20.00
12718239,10,0,2,20.00
17500559,10,0,2,20.00
15200403,10,0,2,20.00
6800473,10,0,2,20.00
28721454,10,0,2,20.00
25510241,5,0,1,20.00
17301277,10,0,2,20.00
22400058,10,0,2,20.00
26403658,10,0,2,20.00
26404023,5,0,1,20.00
18000024,10,0,2,20.00
19900014,10,0,2,20.00
8902241,10,0,2,20.00
26404039,10,0,2,20.00
17301808,10,0,2,20.00
9900160,20,10,4,20.00
5300976,20,0,4,20.00
7202654,10,0,2,20.00
45300091,10,0,2,20.00
12711176,10,0,2,20.00
12712865,5,0,1,20.00
12707117,5,0,1,20.00
8500581,10,0,2,20.00
10400532,10,0,2,20.00
3801404,10,0,2,20.00
12717983,10,0,2,20.00
12702910,10,6,2,20.00
12711381,5,0,1,20.00
26202987,5,0,1,20.00
3200107,10,0,2,20.00
2800627,10,0,2,20.00
12720615,10,0,2,20.00
26201298,5,0,1,20.00
12718844,10,0,2,20.00
13201043,5,0,1,20.00
12703737,10,0,2,20.00
5100264,10,0,2,20.00
22700322,10,0,2,20.00
5701151,10,0,2,20.00
26023345,10,0,2,20.00
26205268,20,0,4,20.00
12701896,10,0,2,20.00
26202351,5,0,1,20.00
14100591,5,0,1,20.00
26027411,5,0,1,20.00
7900812,5,0,1,20.00
12800006,5,0,1,20.00
19200105,5,0,1,20.00
26205432,5,0,1,20.00
28300848,5,0,1,20.00
7203605,5,0,1,20.00
8600163,5,0,1,20.00
26601463,5,0,1,20.00
8700469,5,0,1,20.00
12703677,31,2,6,19.35
12703038,32,6,6,18.75
5300618,16,0,3,18.75
34600092,16,0,3,18.75
12719993,54,4,10,18.52
21400657,11,0,2,18.18
6200690,11,0,2,18.18
24700196,11,0,2,18.18
25400310,11,0,2,18.18
12718259,11,0,2,18.18
28719183,11,0,2,18.18
2900864,11,0,2,18.18
26300712,11,0,2,18.18
23301422,11,0,2,18.18
3700794,11,0,2,18.18
12713287,11,0,2,18.18
26500012,11,0,2,18.18
8500439,11,0,2,18.18
13901962,11,0,2,18.18
12718923,11,0,2,18.18
6500874,11,0,2,18.18
4201362,11,0,2,18.18
5801227,11,0,2,18.18
26401013,11,0,2,18.18
26402144,11,0,2,18.18
22500261,11,0,2,18.18
17300824,11,0,2,18.18
10200809,11,0,2,18.18
12714627,11,0,2,18.18
13300817,11,0,2,18.18
12703510,11,0,2,18.18
11900229,11,0,2,18.18
4800900,44,0,8,18.18
28720703,11,0,2,18.18
13101239,11,0,2,18.18
4802879,11,0,2,18.18
26500485,33,0,6,18.18
5800823,11,0,2,18.18
12720097,33,0,6,18.18
12705773,11,0,2,18.18
29100083,11,0,2,18.18
4501343,11,0,2,18.18
26404667,39,0,7,17.95
12707276,34,0,6,17.65
12719633,34,0,6,17.65
12710856,23,4,4,17.39
4803192,23,10,4,17.39
11200464,23,0,4,17.39
28720438,12,0,2,16.67
7900815,12,0,2,16.67
7600374,24,4,4,16.67
25200107,12,0,2,16.67
5000260,12,0,2,16.67
12703857,12,0,2,16.67
2601154,12,0,2,16.67
12100846,12,0,2,16.67
26205694,12,0,2,16.67
12706260,12,0,2,16.67
17301760,12,0,2,16.67
10300610,12,0,2,16.67
4200276,6,0,1,16.67
16800382,12,0,2,16.67
12716708,12,0,2,16.67
6600358,12,0,2,16.67
12719094,12,0,2,16.67
26205264,18,0,3,16.67
18000640,6,0,1,16.67
6801237,12,0,2,16.67
53700000,12,0,2,16.67
12800086,12,0,2,16.67
12711353,12,0,2,16.67
3200172,12,0,2,16.67
4501650,12,0,2,16.67
39500010,12,0,2,16.67
28721547,12,0,2,16.67
12300915,12,0,2,16.67
16200351,24,0,4,16.67
12717528,12,0,2,16.67
12712343,24,0,4,16.67
12700933,24,0,4,16.67
5800963,6,0,1,16.67
22700190,12,0,2,16.67
28717081,30,0,5,16.67
19300028,18,0,3,16.67
25200129,12,0,2,16.67
2800258,6,0,1,16.67
5801348,12,0,2,16.67
9101393,12,0,2,16.67
12706361,12,0,2,16.67
20900240,12,0,2,16.67
30901117,12,0,2,16.67
3900435,12,0,2,16.67
26000226,12,0,2,16.67
12500647,12,0,2,16.67
12700816,12,0,2,16.67
6701099,12,0,2,16.67
21404421,12,0,2,16.67
6700852,12,0,2,16.67
21404598,12,0,2,16.67
26013455,12,0,2,16.67
26403393,12,0,2,16.67
12720784,12,0,2,16.67
12704827,12,0,2,16.67
22400131,12,0,2,16.67
4802271,12,0,2,16.67
9200069,12,0,2,16.67
26205279,12,0,2,16.67
7203114,12,0,2,16.67
28719184,12,0,2,16.67
21405159,6,0,1,16.67
26013650,6,0,1,16.67
35900054,6,0,1,16.67
7900160,12,0,2,16.67
26404419,12,0,2,16.67
12710256,6,0,1,16.67
39100053,12,0,2,16.67
1801760,12,0,2,16.67
12704935,12,2,2,16.67
8900596,12,0,2,16.67
18400207,12,0,2,16.67
17800732,6,0,1,16.67
2501929,6,0,1,16.67
29300469,12,0,2,16.67
10900005,12,0,2,16.67
12715242,12,0,2,16.67
12716241,12,12,2,16.67
18001594,6,0,1,16.67
12703135,6,0,1,16.67
12708447,12,0,2,16.67
12702269,6,0,1,16.67
28101096,6,0,1,16.67
15900287,6,0,1,16.67
25700030,6,0,1,16.67
29502186,6,0,1,16.67
3200321,12,3,2,16.67
2200060,6,0,1,16.67
11000263,6,0,1,16.67
43300062,6,0,1,16.67
23400043,6,0,1,16.67
26204849,6,0,1,16.67
15200788,61,0,10,16.39
26404594,43,0,7,16.28
1306301,37,0,6,16.22
12706406,31,0,5,16.13
12703111,31,0,5,16.13
15200016,25,0,4,16.00
12704939,25,0,4,16.00
3800860,25,6,4,16.00
12705523,38,4,6,15.79
15500265,19,0,3,15.79
16000055,26,0,4,15.38
28720336,13,0,2,15.38
12703034,13,0,2,15.38
4800715,26,0,4,15.38
28716096,13,0,2,15.38
2600218,13,0,2,15.38
12703499,13,0,2,15.38
6301447,13,0,2,15.38
7101694,13,0,2,15.38
16800232,13,0,2,15.38
10701095,13,0,2,15.38
17301037,13,0,2,15.38
17301379,13,0,2,15.38
16300117,26,0,4,15.38
12703107,13,0,2,15.38
17200563,13,0,2,15.38
12711751,13,0,2,15.38
4500770,13,0,2,15.38
14700717,13,0,2,15.38
21405495,13,0,2,15.38
11700434,13,0,2,15.38
17301619,13,0,2,15.38
1306272,13,0,2,15.38
26000533,13,0,2,15.38
12707361,13,0,2,15.38
51400015,13,0,2,15.38
1004585,13,0,2,15.38
3100161,26,0,4,15.38
12720159,13,0,2,15.38
8700064,26,0,4,15.38
49400049,13,0,2,15.38
26205237,13,0,2,15.38
12703175,13,0,2,15.38
2900861,13,0,2,15.38
28100879,13,0,2,15.38
11500878,46,0,7,15.22
5500122,53,0,8,15.09
12700889,20,0,3,15.00
17300789,20,0,3,15.00
5300864,20,0,3,15.00
22700940,40,0,6,15.00
12709047,20,0,3,15.00
32402010,27,0,4,14.81
2602225,27,0,4,14.81
15100238,27,0,4,14.81
5600309,27,10,4,14.81
31401133,27,0,4,14.81
53300006,34,0,5,14.71
12706811,14,3,2,14.29
9600042,14,0,2,14.29
4201227,14,0,2,14.29
13102392,14,0,2,14.29
2900583,28,0,4,14.29
38600158,7,0,1,14.29
10700973,14,0,2,14.29
5500310,14,0,2,14.29
1480619,14,0,2,14.29
22800026,14,0,2,14.29
26403536,14,0,2,14.29
7600324,14,0,2,14.29
26003724,7,0,1,14.29
3601103,14,0,2,14.29
12702401,14,0,2,14.29
7300465,7,0,1,14.29
12709952,14,0,2,14.29
12719771,14,0,2,14.29
1306261,14,0,2,14.29
16800208,14,0,2,14.29
1701214,14,0,2,14.29
26200091,14,0,2,14.29
26403997,14,0,2,14.29
1802041,14,0,2,14.29
6400363,14,0,2,14.29
1306671,14,0,2,14.29
26300724,14,0,2,14.29
2402414,14,0,2,14.29
12709507,14,1,2,14.29
28718932,14,0,2,14.29
12707183,14,0,2,14.29
3100788,14,0,2,14.29
26400172,14,0,2,14.29
47000023,7,0,1,14.29
12720457,14,0,2,14.29
11200331,7,0,1,14.29
4802282,14,0,2,14.29
7900679,21,2,3,14.29
28718965,14,0,2,14.29
12719667,7,0,1,14.29
21410005,14,0,2,14.29
4801094,14,0,2,14.29
21410748,14,0,2,14.29
7300471,14,0,2,14.29
6301566,14,0,2,14.29
21411769,14,0,2,14.29
34700183,7,0,1,14.29
3100213,14,0,2,14.29
17300819,7,0,1,14.29
22100113,14,0,2,14.29
14300374,7,0,1,14.29
2800687,14,0,2,14.29
12700505,14,0,2,14.29
23000420,7,0,1,14.29
12703587,14,0,2,14.29
24100743,7,0,1,14.29
19100259,7,0,1,14.29
6600904,7,0,1,14.29
13101274,14,0,2,14.29
21400317,14,0,2,14.29
8901553,14,0,2,14.29
9200386,7,0,1,14.29
42100008,7,0,1,14.29
1801745,14,0,2,14.29
8500525,14,0,2,14.29
5600278,14,0,2,14.29
12700463,14,0,2,14.29
17400133,14,0,2,14.29
26300780,14,0,2,14.29
12800103,14,4,2,14.29
19200020,7,0,1,14.29
12700500,14,7,2,14.29
17301041,7,0,1,14.29
18000081,7,0,1,14.29
3801361,7,0,1,14.29
45600452,7,0,1,14.29
25200183,7,0,1,14.29
26009225,43,0,6,13.95
12700959,29,4,4,13.79
29000019,29,0,4,13.79
26012317,29,0,4,13.79
17301437,29,0,4,13.79
12719627,29,0,4,13.79
2701962,88,0,12,13.64
21409066,22,0,3,13.64
12703656,22,0,3,13.64
15300369,22,0,3,13.64
12711586,37,0,5,13.51
4804319,15,0,2,13.33
26400665,30,0,4,13.33
14400056,15,0,2,13.33
3900633,15,2,2,13.33
12717773,30,0,4,13.33
7003804,30,0,4,13.33
23700127,15,0,2,13.33
21400636,15,0,2,13.33
9002786,15,0,2,13.33
18900002,30,0,4,13.33
3701255,15,0,2,13.33
18001380,15,0,2,13.33
7003278,30,2,4,13.33
12700685,15,0,2,13.33
15200565,15,0,2,13.33
5100744,15,0,2,13.33
3600929,15,0,2,13.33
12700785,15,0,2,13.33
12705216,45,0,6,13.33
19900051,15,0,2,13.33
25200350,15,0,2,13.33
8200078,15,0,2,13.33
44700002,15,0,2,13.33
12201986,15,0,2,13.33
22800033,15,0,2,13.33
5300999,15,0,2,13.33
10700536,15,0,2,13.33
26019357,15,0,2,13.33
12702130,15,0,2,13.33
23301411,15,0,2,13.33
8000299,15,0,2,13.33
1802017,15,0,2,13.33
16900135,15,0,2,13.33
12719097,15,0,2,13.33
28721299,15,0,2,13.33
4802235,15,0,2,13.33
12710853,30,4,4,13.33
12713109,15,4,2,13.33
23900258,15,0,2,13.33
16200237,15,0,2,13.33
5300132,15,0,2,13.33
17301733,15,0,2,13.33
13500149,15,0,2,13.33
17200917,15,0,2,13.33
2402186,15,0,2,13.33
17301655,15,0,2,13.33
12716122,15,0,2,13.33
6100257,15,0,2,13.33
56900014,84,0,11,13.10
12705843,46,0,6,13.04
13600348,23,0,3,13.04
12720555,46,0,6,13.04
12713374,23,2,3,13.04
26300574,31,0,4,12.90
9101355,31,0,4,12.90
14700044,31,0,4,12.90
26203761,56,0,7,12.50
22500056,8,0,1,12.50
13101488,16,0,2,12.50
28715698,16,0,2,12.50
12718556,16,0,2,12.50
9002788,64,0,8,12.50
7901057,16,0,2,12.50
31401123,16,0,2,12.50
52900057,16,0,2,12.50
14300304,16,0,2,12.50
26205523,16,0,2,12.50
8700232,16,0,2,12.50
12711379,32,0,4,12.50
14701507,32,0,4,12.50
5300286,16,0,2,12.50
26200207,16,0,2,12.50
1201475,16,0,2,12.50
16200120,16,0,2,12.50
12718208,16,0,2,12.50
11200219,8,0,1,12.50
4802274,16,0,2,12.50
26006290,16,0,2,12.50
6400351,16,0,2,12.50
26204886,16,0,2,12.50
2240053,16,0,2,12.50
12711554,16,0,2,12.50
3701225,16,0,2,12.50
29501917,16,0,2,12.50
6800319,8,0,1,12.50
13201276,32,0,4,12.50
2401760,16,2,2,12.50
18600063,16,0,2,12.50
12712691,16,0,2,12.50
10301446,8,0,1,12.50
12500208,8,0,1,12.50
26000351,8,0,1,12.50
26200973,32,0,4,12.50
42000063,16,0,2,12.50
6201008,16,0,2,12.50
15900078,8,0,1,12.50
17300608,8,0,1,12.50
24400082,8,0,1,12.50
3100533,8,0,1,12.50
26203970,8,0,1,12.50
28720760,8,0,1,12.50
28000105,8,0,1,12.50
24600695,8,0,1,12.50
30900262,16,0,2,12.50
2401870,32,0,4,12.50
12300842,16,0,2,12.50
2700344,16,0,2,12.50
12709341,8,0,1,12.50
7100470,16,0,2,12.50
26300613,8,0,1,12.50
21409076,8,0,1,12.50
5301248,8,0,1,12.50
7901105,8,0,1,12.50
26203406,8,0,1,12.50
8000302,16,0,2,12.50
57100082,16,0,2,12.50
21409438,8,0,1,12.50
12900081,16,0,2,12.50
26205560,8,0,1,12.50
5801345,32,0,4,12.50
5000790,16,0,2,12.50
5700828,16,0,2,12.50
25800032,8,0,1,12.50
1005262,16,0,2,12.50
42600165,16,0,2,12.50
6200916,16,4,2,12.50
