user_session,categories
3141691c-5ae9-4bcc-b7ae-dea3a2eed6ff,"electronics.smartphone,Unknown"
31e7e2e1-976b-4799-8d87-c5609800fa48,"appliances.kitchen.steam_cooker,Unknown"
3380da7e-90ff-4965-ac7a-47c8a431f1dd,"electronics.smartphone,Unknown"
34b544d4-aa82-40b5-b796-451f05bf6c7f,"appliances.environment.vacuum,electronics.video.tv"
35a5f8fe-1ac0-459b-9925-2d63f2928744,"electronics.clocks,Unknown"
35d4694b-ccc5-4f46-a846-5d53bf2b5feb,"electronics.smartphone,Unknown"
37d8ff12-7286-43b7-8d2e-8176d2235952,"construction.tools.drill,Unknown"
37dad17c-b059-4c4c-a4dd-50c70f8cdd8d,"electronics.smartphone,Unknown"
37e0c7d8-dd6f-4e08-af96-76da624ce23d,"furniture.bedroom.bed,Unknown"
388b00a5-3585-43ae-8642-f625f2d8d453,"appliances.kitchen.hood,electronics.smartphone"
3923c993-4939-4d93-ad3d-6abfddbdee2e,"appliances.personal.hair_cutter,electronics.smartphone"
392f42c8-6d9e-4915-bfff-f240a92bb6b0,"auto.accessories.alarm,Unknown"
39766cf5-6fe9-4874-b511-5bcaa493029a,"computers.desktop,computers.notebook"
39b37e31-8256-4f32-b44a-181792a662d7,"computers.notebook,electronics.audio.headphone,electronics.smartphone"
39df7d39-1d7f-44ac-b5ff-0f8529d2f5e7,"electronics.smartphone,Unknown"
3b58d366-5e04-43be-8e14-a412a76d1a54,"computers.notebook,Unknown"
3be6d48a-fc82-4d05-b58b-aea9af7e7667,"appliances.kitchen.blender,appliances.kitchen.meat_grinder"
3bef675c-eb08-496d-8ebf-770eb46eec0f,"electronics.audio.headphone,Unknown"
3c6b4e00-0b8e-4f06-a721-430642c6bfc5,"appliances.kitchen.washer,Unknown"
3c83884c-4079-4fde-9153-2b84d2a89249,"electronics.smartphone,Unknown"
3cb66cbc-5630-4128-a9ed-6bcf3dbd5696,"electronics.smartphone,Unknown"
3e0db92b-9f2a-40c7-9b9f-44a08dd2e844,"appliances.kitchen.refrigerators,electronics.video.tv"
3e202da7-ee2a-4d31-83bf-7898ae992422,"electronics.smartphone,Unknown"
3e2cbd34-2604-42a1-9ad5-441459f72d9f,"electronics.audio.headphone,electronics.smartphone"
3e4d8447-200d-4c0d-845b-a4b6aa79a427,"electronics.video.tv,Unknown"
3e776bdc-2747-4f2b-bc77-582171728eaf,"computers.notebook,computers.peripherals.mouse"
3ee84c20-17ce-4c55-8284-1630e50e7d7a,"electronics.audio.headphone,electronics.smartphone"
3f6a51e2-464e-42e4-9db1-78297eb50645,"appliances.kitchen.washer,electronics.smartphone"
40902eeb-4fa3-49d5-8294-82f5241d6b92,"electronics.audio.headphone,electronics.smartphone"
40df1121-1f9b-4cbc-9d7b-2a985df75060,"appliances.kitchen.refrigerators,electronics.audio.headphone"
4140fe77-31c0-42dd-b04c-517be7cef26e,"electronics.audio.headphone,Unknown"
4148cb46-3170-4238-bf4b-de73e369bc3b,"appliances.kitchen.mixer,electronics.smartphone"
41873611-2842-4069-8c92-8a2d0e8f24d1,"appliances.kitchen.microwave,electronics.clocks,electronics.smartphone"
41f7395d-46b6-407f-aff7-de59d9323efc,"appliances.kitchen.washer,electronics.smartphone"
42f18eba-7928-49f8-9eac-66bf11ffe378,"kids.fmcg.diapers,Unknown"
430483dc-7ed2-47bf-a1b1-3404ea5d448b,"appliances.kitchen.hob,appliances.kitchen.washer"
43c932d9-4377-4667-96f6-60950b302dfb,"appliances.kitchen.washer,Unknown"
44dc149b-5b0d-4969-ba43-75ff6af2e127,"appliances.kitchen.refrigerators,appliances.kitchen.washer"
4688ec76-aff9-43cf-9d40-3858b27d0777,"electronics.smartphone,Unknown"
46b71dac-6138-4e31-85b5-c4a65801b331,"appliances.kitchen.meat_grinder,Unknown"
46b7a273-6d2c-4d32-9b9c-07813334966f,"appliances.kitchen.blender,Unknown"
477c9a9d-e4f8-415b-ab32-5cce2d00ea62,"appliances.environment.vacuum,electronics.smartphone"
477f6636-7e54-4b3f-af09-fe7788e9b581,"appliances.kitchen.hob,appliances.kitchen.hood"
480e7491-35ab-4196-b308-b1d8e1d1cd9c,"electronics.clocks,electronics.smartphone"
487060b5-aa15-4102-92db-65f143b6e23d,"furniture.kitchen.table,Unknown"
489f661b-fa07-a8ca-aab6-9166a3beb36f,"appliances.environment.vacuum,electronics.clocks"
4965b322-51c2-4fc4-82fc-e8e3f7011129,"appliances.kitchen.hob,appliances.kitchen.oven,appliances.kitchen.refrigerators,appliances.kitchen.washer"
49930920-ff4c-44b2-bf29-298010b239ed,"electronics.video.tv,Unknown"
4a249402-aab5-4148-b622-aa19a2459c15,"appliances.environment.air_conditioner,electronics.video.tv"
4aa66a38-0faf-41e3-84e8-23d9fad40822,"appliances.kitchen.oven,electronics.smartphone,electronics.video.tv"
4adb9a0f-a503-4761-8fde-3d8608e64c44,"electronics.smartphone,Unknown"
4adbb1d4-3252-4b13-8e37-8c268e1fc759,"electronics.smartphone,Unknown"
4ba13766-76e8-47c9-97c5-ee1d53daaace,"electronics.smartphone,furniture.living_room.cabinet"
4d077aef-a0f3-4dcd-a474-17453a6631ab,"auto.accessories.compressor,construction.tools.saw"
4d6555c4-9a23-483c-8871-7015d25216f6,"appliances.personal.hair_cutter,Unknown"
4d7cc3a9-acee-47f3-a092-2f218a40d5ce,"appliances.environment.vacuum,appliances.kitchen.kettle"
4e55ac85-f691-4b62-a591-34257f7cbd70,"electronics.clocks,Unknown"
4f606ffb-3fd5-4637-ab1c-0ae6a5d10621,"electronics.smartphone,Unknown"
4f781865-2849-4a61-b39c-e2aa3632fbd2,"appliances.iron,electronics.smartphone,furniture.kitchen.chair"
511d56e6-d812-43ef-b70d-4381a83e0b87,"apparel.shoes,apparel.shoes.sandals,Unknown"
51bcd292-d82e-4c87-8bc6-eb7e06b1fd08,"appliances.kitchen.mixer,Unknown"
51c84055-75af-458e-bdd2-da7e9010e88f,"appliances.kitchen.oven,Unknown"
521ac034-b0e5-48f6-8128-fed822dbe0b0,"construction.tools.drill,Unknown"
525b6d17-0d33-4eba-ae7c-5603ba01a290,"electronics.smartphone,Unknown"
527deb10-11a7-456f-8d6c-b1b99b3095b3,"apparel.costume,electronics.smartphone"
52f68555-d9ab-432d-a480-df4f90e378d5,"electronics.smartphone,Unknown"
53038dab-3930-49ab-b61c-d0d3abdaa299,"appliances.kitchen.dishwasher,appliances.kitchen.refrigerators"
5365c5cf-138b-4c2e-bd04-1643ecf07f20,"appliances.environment.water_heater,electronics.smartphone"
53b86d48-1c95-42ce-b055-c3a3261ad3de,"electronics.smartphone,kids.carriage"
560d7e80-7bc9-419d-a9e1-ee9d138c323d,"appliances.kitchen.blender,electronics.video.tv,Unknown"
566bfb99-bcb3-4185-b0dd-bb27ed065978,"electronics.audio.headphone,electronics.smartphone"
569cb8fc-f50f-43c4-a25a-e2071bdc6084,"electronics.audio.headphone,electronics.smartphone"
56abf891-9635-42c7-a69a-b6f653fdf7e5,"appliances.kitchen.washer,electronics.audio.headphone"
574e9821-09fc-4aa7-8248-5b63294a70a7,"apparel.jeans,computers.notebook"
575829b4-50ed-4ff3-aab7-e86b45c6dbd9,"appliances.kitchen.refrigerators,electronics.video.tv,Unknown"
5a1a5898-4ad9-46eb-9e5e-8a2e2ea4eb64,"electronics.smartphone,Unknown"
5a21b784-de64-4958-b633-ad6b2777d576,"electronics.clocks,Unknown"
5a4967d9-7b81-42af-9398-f4463f4c2c1e,"appliances.kitchen.washer,electronics.smartphone,electronics.video.tv"
5bec5cc7-0277-4686-b3a2-9a20bb345abc,"construction.tools.saw,Unknown"
5c94ce59-59a9-4246-82b8-a31196c1e2c9,"electronics.audio.headphone,electronics.clocks"
5c9d9298-f68b-4488-8ec5-708e7fd84528,"electronics.clocks,electronics.smartphone"
5cd02340-8151-4f44-b114-29f2d6d03d54,"electronics.audio.headphone,electronics.smartphone"
5d02e588-04c8-447f-a594-ffbc47224f70,"appliances.kitchen.washer,Unknown"
5d3df917-adc0-4fb8-bfb2-244602312283,"electronics.smartphone,electronics.telephone"
5dc3b6bb-34ed-4428-adcb-a0a93fa83e55,"computers.desktop,computers.notebook"
5e19b82f-22a4-4e48-b9c1-6c4171d23b2d,"computers.desktop,Unknown"
5ef87daf-3ce5-4bc9-a25e-d901aed78df4,"appliances.kitchen.washer,electronics.smartphone,electronics.video.tv"
5f3d877a-f5da-499b-b90c-d2fca1a0855f,"electronics.smartphone,Unknown"
5fa020b0-5484-4a22-9031-965a71a5c9db,"electronics.smartphone,Unknown"
60edec19-e5d7-4417-8002-129f3dae17c2,"furniture.living_room.cabinet,Unknown"
611558a8-b03b-4677-842a-aa8d93fc2d91,"electronics.smartphone,Unknown"
61ccf5c9-d42e-4ba2-91f7-526c11668a9a,"appliances.environment.vacuum,appliances.iron"
62a2cfde-c1ea-480b-adc7-fff7d7f10e27,"appliances.kitchen.microwave,appliances.kitchen.refrigerators,kids.carriage,sport.trainer,Unknown"
639518d8-14dc-436b-97a6-1c8198961e19,"furniture.bedroom.bed,Unknown"
63a6df54-e4e4-498c-ac93-18caeb0a2fd9,"construction.tools.drill,Unknown"
655eac3a-21ff-4328-af9a-238736c0a056,"apparel.shoes,electronics.audio.headphone"
65c217ca-3edf-447c-826c-876498987bba,"electronics.smartphone,Unknown"
65c28641-de86-4c2c-8b6b-1426fbf9a26b,"electronics.smartphone,electronics.tablet"
65f7b8eb-a547-429e-98d5-5f9e93ff19ca,"appliances.environment.vacuum,electronics.smartphone"
66a249d3-77f0-4af3-89a0-09b7cdbd2703,"electronics.audio.headphone,electronics.smartphone"
673670e7-af6e-4624-bba1-1a8dac78ea0a,"appliances.kitchen.refrigerators,Unknown"
6738aaa2-f9d6-4b19-90be-b1c8059526f4,"appliances.kitchen.microwave,electronics.smartphone"
6767efe2-248d-4f24-806b-6e56218e89de,"appliances.kitchen.oven,appliances.kitchen.washer"
67c9bdc6-092b-4781-8126-c28132b5cb1c,"accessories.bag,accessories.wallet"
68886270-f06a-46db-8885-73230c0b90db,"electronics.smartphone,electronics.video.tv"
69dbc919-277f-43dd-8468-a66726d5a868,"appliances.environment.vacuum,Unknown"
6a43e5a6-1304-4205-94c5-679cb330fc3d,"auto.accessories.alarm,Unknown"
6a49123e-d10f-4553-b886-73c9079bc61e,"computers.desktop,electronics.clocks"
6bda5953-799a-4a82-b61b-f243d027e1a3,"electronics.smartphone,Unknown"
6c8597f1-be1f-4e3c-9665-e1bc3bb62224,"electronics.audio.headphone,electronics.smartphone"
6c8b18e6-e5e9-4f4c-9579-37958ba8b362,"appliances.kitchen.refrigerators,appliances.kitchen.washer"
6caa8b7f-5423-4eb5-93fb-81dfed429942,"auto.accessories.player,Unknown"
6cbfccbf-0868-4a4a-ba65-26c394c1b8de,"appliances.environment.vacuum,electronics.smartphone"
6d1dc01a-9904-4b0b-8395-c29143fbb149,"electronics.audio.headphone,electronics.smartphone"
6d53d424-3fe3-438e-888c-0a555ce625a0,"appliances.kitchen.refrigerators,electronics.video.tv"
6d74077a-f28e-4584-aa51-ed909561f6ac,"electronics.audio.headphone,electronics.clocks"
6d9f3a21-1ee3-4e76-85d8-04255c7fd586,"appliances.kitchen.blender,appliances.kitchen.meat_grinder,Unknown"
6e81f42f-5139-46de-b4cb-df599a22dbd3,"electronics.smartphone,Unknown"
6eb4b701-8031-44d3-acf4-a92e394ec6ac,"electronics.audio.headphone,electronics.smartphone"
6eca7a00-1817-4820-acf3-f0984deec4b5,"computers.notebook,Unknown"
6ee59d84-be94-4a76-bbbc-0cccc8eee3ea,"electronics.smartphone,electronics.tablet"
6f591816-83b8-4332-ab05-ad04acc625c2,"accessories.wallet,electronics.clocks,Unknown"
724f7741-719d-4cf8-b7ef-72686ff975af,"furniture.kitchen.table,Unknown"
73441f38-a0f1-4322-9ce3-f59cc94974e7,"appliances.personal.scales,Unknown"
737f6225-9db7-4dec-9890-dc54478e1c55,"computers.notebook,electronics.audio.headphone"
7442359c-df5d-434d-817b-448bb646f6e9,"electronics.audio.headphone,Unknown"
74bbbf85-8a6c-4db5-938d-b900790ec19c,"electronics.clocks,electronics.smartphone"
74cab569-ff41-4ea9-b66e-943451a6ebd7,"computers.notebook,electronics.smartphone"
74cf09da-c945-4480-8dcf-f84637351464,"appliances.kitchen.meat_grinder,electronics.smartphone"
756ac5c1-30e5-473f-aaf9-1c37a40f9555,"appliances.kitchen.refrigerators,electronics.smartphone"
764282af-3fee-4f96-841e-dd8a4d03f8ff,"electronics.clocks,electronics.smartphone"
77226b11-9cc9-4588-b8de-8b36c97ac765,"electronics.clocks,electronics.smartphone"
783907f5-a874-4c31-9c9b-f17a1e2f4c03,"kids.toys,Unknown"
7875eaf8-8f0e-4cf9-abdd-af63315b439c,"electronics.clocks,electronics.smartphone"
792dae80-feb0-456a-97c3-57b0b2d1b387,"computers.desktop,electronics.smartphone"
798198e7-80cc-4449-bc25-9a4e4f3f9114,"appliances.ironing_board,Unknown"
7a593e1b-4962-4a5e-bb3e-d9bb8b8d1cc2,"electronics.video.tv,Unknown"
7a9368a8-9702-4cbd-b8de-de42660bfd70,"electronics.clocks,Unknown"
7b4338e7-c666-411b-8434-85406eb267c8,"appliances.environment.vacuum,Unknown"
7c736ff1-0981-4e07-ba72-5b94b1f4221e,"computers.peripherals.keyboard,computers.peripherals.mouse"
7d42af4b-dd8b-4505-85e0-e96dc000f65a,"electronics.smartphone,furniture.bedroom.bed"
7fcbe47a-b1e3-438f-800c-6011a339530d,"electronics.audio.headphone,electronics.smartphone"
80e33722-b452-4237-9722-6ffdec4568fb,"electronics.smartphone,kids.toys"
817a126c-6bd9-42b5-9980-0f43794c5214,"construction.tools.drill,Unknown"
81b16ad1-644a-4871-bb97-91fb0e6129dc,"appliances.kitchen.refrigerators,appliances.kitchen.washer"
82d1531a-eace-4f45-b509-44d783433c43,"electronics.clocks,electronics.smartphone"
82f3213d-2303-4c0d-b7b2-de69eb1ca62d,"electronics.audio.headphone,electronics.smartphone"
831ff517-bea8-42f0-bb00-fb1166440999,"electronics.smartphone,Unknown"
8342eb9f-302f-490b-b642-933b09c73841,"electronics.smartphone,Unknown"
84922520-ad68-42d9-818f-f155d71e688a,"electronics.audio.headphone,electronics.smartphone"
84f85927-11e7-403c-bec8-38af22341477,"computers.desktop,Unknown"
8598aa8d-61cf-4117-aaa9-75ce3fd3e424,"electronics.audio.headphone,kids.toys"
86073dc4-10d9-4c59-899a-74d8c17045ac,"computers.notebook,electronics.smartphone"
860ad05d-92a6-4190-94ae-fd9339f4c846,"electronics.audio.headphone,electronics.smartphone"
86125f3e-b274-4c64-b6c4-fdeea4a985ac,"electronics.smartphone,electronics.video.tv"
86403207-bd59-426e-a4f1-31c3cd57cb89,"auto.accessories.videoregister,computers.peripherals.printer"
868d096b-30d3-493b-a331-9c86f7b1b4ae,"electronics.audio.headphone,electronics.smartphone"
87217edb-a778-4043-8957-b797ef7878b2,"computers.components.hdd,computers.components.videocards"
88bdd3ed-3627-4207-8153-db32bd910a03,"furniture.living_room.sofa,Unknown"
8a5066d6-249e-4cb1-a3c6-984f87e2d3d9,"appliances.kitchen.refrigerators,Unknown"
8a6ec3d8-4ec1-4543-8607-d3df3f2c3a5d,"appliances.environment.vacuum,appliances.iron"
8a8125f3-c7bd-401c-a5fe-d742fc6b6b51,"electronics.audio.headphone,Unknown"
8ab4b776-e707-4568-8cbb-32893406cd86,"appliances.environment.vacuum,appliances.kitchen.refrigerators,electronics.audio.microphone"
8c61e1d5-d9c6-4442-b509-416e62b576b8,"electronics.audio.headphone,Unknown"
8c63035e-413a-432f-96de-f6756f1e6d88,"electronics.smartphone,furniture.living_room.sofa"
8c78a5e1-e6b5-4703-adc9-59176cf71dc2,"electronics.audio.headphone,electronics.smartphone"
8cae430a-e7db-4258-bae5-2f923b1ab34a,"construction.components.faucet,Unknown"
8cbfaa71-04aa-4592-a310-7808fe7b470d,"appliances.environment.vacuum,electronics.video.tv"
8cda1deb-b613-4ff5-939b-78b58ba2a9ff,"appliances.kitchen.kettle,Unknown"
8cdde1f9-4038-4de1-b44c-2fd2c84bd88a,"electronics.smartphone,Unknown"
8eeefa6d-fc87-4186-a8c9-a80c27cf48de,"electronics.audio.headphone,Unknown"
8fa2d4a8-fd4f-4eff-8987-7e758c9e6eec,"electronics.smartphone,Unknown"
91174bef-740f-4b26-b021-a63ff626d261,"electronics.smartphone,Unknown"
9186b8db-17fc-488a-a1b3-ee77532bd414,"appliances.iron,appliances.kitchen.blender"
91a14326-ed25-4212-9bad-1de3a1859308,"computers.notebook,electronics.video.tv"
91ed6235-7586-41a9-9826-5e49de6d80c0,"electronics.audio.headphone,electronics.smartphone"
925c40af-459b-4653-a86a-4ef772feacb4,"electronics.audio.headphone,electronics.smartphone"
9331a34f-726f-47ab-83b7-c76ae8a60a78,"electronics.video.tv,furniture.bedroom.bed"
9369aee4-e500-4367-95e1-ef0dc9081c25,"electronics.video.tv,Unknown"
938aeef1-30b7-4fb7-872f-a8288fa5379f,"construction.components.faucet,Unknown"
9390bc82-a49c-440a-b80d-69569d6a04da,"auto.accessories.player,electronics.audio.subwoofer"
93dd4893-4b2f-452c-b105-fe93aaa99830,"computers.notebook,computers.peripherals.printer,electronics.smartphone"
93ec5b92-0e75-402b-9f13-00c9bde7c55c,"computers.components.cpu,computers.components.motherboard"
95e9ba0d-c5c9-4af1-a528-8d99c27c1541,"appliances.kitchen.microwave,electronics.video.tv"
962cdb27-3219-445f-a060-3cbdff9b768c,"appliances.kitchen.refrigerators,electronics.smartphone"
967e0822-8203-4be7-b597-5b7e5fed9cdc,"electronics.video.tv,Unknown"
96f18493-1a26-4b10-af3d-141157fadcd0,"appliances.kitchen.hob,appliances.kitchen.hood"
98a26f30-9f40-4daa-934b-041f4f48b303,"computers.desktop,electronics.smartphone"
9914a6fb-d506-4d17-aa74-35cd5c2b2b40,"electronics.clocks,Unknown"
9d312612-e01f-488c-8a37-a3605ea6346a,"furniture.kitchen.table,furniture.living_room.cabinet"
9d3ae0fc-7766-4add-ac9d-bc0a4c0a9662,"electronics.audio.headphone,Unknown"
9d3b48d5-67ca-45e6-84ec-9c322c82534e,"appliances.environment.vacuum,appliances.iron,Unknown"
9dcc2635-02a7-4dd1-ae87-6f2a1e59b18e,"appliances.environment.air_heater,computers.components.cooler,computers.desktop"
9df654ab-a284-4c54-93f7-df5964f577cb,"electronics.audio.headphone,electronics.smartphone"
9fc404ad-6ac2-4df5-9699-9fcfd3e95b67,"electronics.telephone,Unknown"
a0648219-274f-45bc-a0d7-5ab7d8f192af,"furniture.bedroom.bed,Unknown"
a0e0c0a0-c50f-4a59-a7d2-81cd8e5c76ff,"appliances.kitchen.refrigerators,Unknown"
a10ba4f8-26bb-4ecf-8f71-6626711bfd2f,"electronics.smartphone,Unknown"
a14ffd25-fdac-4b89-b1b3-759ebc4da46c,"computers.notebook,electronics.audio.headphone,electronics.smartphone"
a16192a4-5b9e-4997-9ee2-2f4488ab3ba4,"appliances.kitchen.refrigerators,Unknown"
a1ae98c9-ee45-433d-beaf-6d47c4387a95,"electronics.smartphone,electronics.video.tv"
a2557850-87e2-42c8-89a3-6806ef55a8a8,"appliances.environment.water_heater,construction.tools.generator"
a27854a0-5ba7-4147-8cd8-4837f9f71f0b,"electronics.audio.headphone,electronics.smartphone"
a31753d8-f300-4103-8530-358dfe58dedb,"electronics.audio.headphone,electronics.clocks"
a3f9658a-8c6d-4bf1-bd25-7b096c3d97bf,"appliances.kitchen.washer,electronics.smartphone"
a3fa0e0b-ebd3-4e13-86a4-fa4e2481e9ff,"electronics.audio.headphone,electronics.clocks"
a4c4b911-159b-41ba-9eb9-1a45bd37561d,"furniture.bedroom.bed,Unknown"
a5f12ca6-20ca-461a-953c-80d169da33db,"furniture.living_room.cabinet,Unknown"
a65bd311-9d0d-4682-bc90-c44b4ca7e2a4,"apparel.dress,Unknown"
a6fa1292-c91e-45a6-b866-eb995b143e0b,"apparel.shoes,electronics.smartphone"
a7c11036-e82d-41cc-bef1-4f06e5318548,"electronics.clocks,Unknown"
a7d053d6-664a-49f3-9745-d0f944ba3fb3,"appliances.kitchen.washer,electronics.smartphone"
a83771b8-d64b-4ce2-886d-07b47c27dee6,"electronics.clocks,Unknown"
a8f40e8d-aec0-4add-9da9-e38e64d78523,"electronics.smartphone,Unknown"
a90b3177-1a96-4615-8085-9ca29940f989,"appliances.iron,appliances.kitchen.washer"
a94bf7d1-96ca-489d-abb1-5d7a429a0564,"sport.bicycle,Unknown"
aa194b30-878e-4d74-a66d-9813ba4ff391,"electronics.smartphone,Unknown"
aa6efda9-3a16-4c71-b4cb-abb7aa0f046e,"appliances.environment.vacuum,appliances.kitchen.microwave"
